ID,NOME,ESPECIE,IDADE,PESO,CADASTRO_ATIVO,PROCEDIMENTOS
378,Tequila,Tartaruga,15,13.26,False,Curativo_ferida;Consulta_rotina;Hemograma
379,Nina,Peixe-dourado,1,9.69,True,Hemograma
380,Otto,Porquinho-da-india,8,24.03,False,Ultrassonografia;Curativo_ferida
381,Bento,Peixe-dourado,14,24.36,False,Vacinação;Ultrassonografia;Curativo_ferida
382,Café,Gato,11,24.78,False,Hemograma
383,Bento,Peixe-dourado,9,12.53,False,Curativo_ferida
384,Nala,Tartaruga,10,20.39,True,Vacinação;Curativo_ferida
385,Joaquim,Coelho,14,22.22,True,Hemograma
386,Amora,Tartaruga,1,35.95,True,Limpeza_tártaro
387,Paçoca,Hamster,1,2.61,True,Hemograma
388,Jujuba,Porquinho-da-india,1,37.6,True,Hemograma;Curativo_ferida
389,Yoda,Peixe-dourado,4,31.87,True,Castração;Ultrassonografia
390,Simba,Porquinho-da-india,14,10.16,True,Hemograma
391,Luna,Porquinho-da-india,13,1.07,False,Limpeza_tártaro;Curativo_ferida;Consulta_rotina
392,Luna,Porquinho-da-india,6,13.04,False,Castração;Limpeza_tártaro;Ultrassonografia
393,Arthur,Peixe-dourado,5,6.98,True,Hemograma;Vacinação;Curativo_ferida
394,Zeca,Peixe-dourado,14,11.85,True,Vacinação
395,Theo,Calopsita,8,8.33,True,Hemograma
396,Alice,Calopsita,3,9.56,True,Ultrassonografia
397,Clara,Peixe-dourado,14,7.48,True,Curativo_ferida;Limpeza_tártaro
398,Vicente,Cachorro,7,27.8,True,Limpeza_tártaro
399,Alice,Gato,5,15.33,True,Curativo_ferida;Vacinação
400,Simba,Gato,9,33.64,True,Consulta_rotina;Ultrassonografia
401,Pudim,Porquinho-da-india,7,27.06,False,Ultrassonografia;Consulta_rotina
402,Simba,Calopsita,3,20.09,True,Consulta_rotina;Ultrassonografia;Curativo_ferida
403,Amora,Hamster,4,21.91,False,Hemograma
404,Simba,Calopsita,6,2.65,False,Hemograma;Ultrassonografia;Limpeza_tártaro
405,Cookie,Coelho,14,30.73,False,Curativo_ferida;Hemograma
406,Cecília,Calopsita,1,12.13,True,Vacinação
407,Vicente,Hamster,4,10.56,False,Vacinação
408,Tequila,Coelho,4,27.6,False,Curativo_ferida
409,Otto,Hamster,8,35.41,True,Hemograma;Curativo_ferida;Vacinação
410,Luna,Tartaruga,1,37.84,False,Ultrassonografia;Hemograma
411,Nala,Porquinho-da-india,12,11.67,True,Castração;Ultrassonografia
412,Vicente,Tartaruga,7,39.79,False,Vacinação
413,Thor,Cachorro,14,6.95,True,Consulta_rotina
414,Luna,Porquinho-da-india,13,7.09,False,Ultrassonografia;Curativo_ferida;Hemograma
415,Sushi,Cachorro,10,24.52,False,Ultrassonografia;Castração
416,Zeca,Coelho,10,1.09,True,Hemograma;Vacinação
417,Vicente,Hamster,15,5.51,False,Castração
418,Cookie,Cachorro,9,26.93,True,Hemograma
419,Nala,Coelho,3,8.23,False,Consulta_rotina
420,Flora,Calopsita,8,13.63,True,Consulta_rotina;Ultrassonografia
421,Bento,Gato,6,8.82,True,Hemograma;Ultrassonografia;Consulta_rotina
422,Alecrim,Calopsita,8,25.87,True,Ultrassonografia
423,Cookie,Calopsita,9,21.48,False,Hemograma;Castração;Consulta_rotina
424,Mel,Peixe-dourado,6,8.53,True,Castração;Vacinação;Consulta_rotina
425,Vicente,Hamster,10,12.47,True,Consulta_rotina;Vacinação
426,Café,Hamster,12,31.05,True,Castração;Curativo_ferida
427,Zeca,Gato,1,27.98,False,Curativo_ferida;Hemograma
428,Mel,Hamster,11,10.1,False,Consulta_rotina
429,Mel,Porquinho-da-india,12,39.74,True,Vacinação;Curativo_ferida
430,Loki,Tartaruga,8,35.79,True,Hemograma
431,Otto,Calopsita,10,14.29,False,Vacinação;Curativo_ferida;Hemograma
432,Mel,Gato,11,9.57,False,Castração
433,Pudim,Hamster,9,5.25,True,Hemograma;Consulta_rotina;Vacinação
434,Stitch,Coelho,4,17.56,False,Limpeza_tártaro;Curativo_ferida;Vacinação
435,Cecília,Calopsita,8,22.56,False,Ultrassonografia;Hemograma;Castração
436,Bento,Peixe-dourado,12,14.66,False,Ultrassonografia;Hemograma;Vacinação
437,Pipoca,Porquinho-da-india,10,13.0,True,Vacinação
438,Bento,Tartaruga,15,21.95,True,Vacinação
439,Pipoca,Hamster,1,0.79,True,Hemograma
440,Cookie,Gato,12,13.31,False,Limpeza_tártaro;Ultrassonografia
441,Bento,Coelho,1,17.02,False,Consulta_rotina;Vacinação;Castração
442,Zelda,Calopsita,4,23.51,True,Consulta_rotina;Limpeza_tártaro
443,Jade,Coelho,14,23.47,True,Consulta_rotina;Limpeza_tártaro;Curativo_ferida
444,Sushi,Tartaruga,2,13.88,True,Consulta_rotina
445,Luna,Peixe-dourado,10,0.53,False,Ultrassonografia;Hemograma
446,Sherlock,Gato,14,35.8,True,Vacinação
447,Tequila,Calopsita,8,22.34,True,Castração
448,Alice,Coelho,4,29.08,True,Vacinação;Consulta_rotina
449,Sushi,Coelho,3,3.6,True,Limpeza_tártaro
450,Jade,Peixe-dourado,5,32.03,False,Castração;Curativo_ferida
451,Alice,Hamster,3,10.32,False,Castração
452,Luna,Hamster,1,14.56,False,Curativo_ferida;Castração;Vacinação
453,Loki,Calopsita,9,36.27,False,Castração;Curativo_ferida
454,Alice,Peixe-dourado,5,39.53,False,Limpeza_tártaro;Consulta_rotina;Ultrassonografia
455,Koda,Calopsita,6,36.48,True,Limpeza_tártaro;Curativo_ferida;Vacinação
456,Gaia,Peixe-dourado,4,8.74,False,Limpeza_tártaro;Curativo_ferida;Vacinação
457,Stitch,Hamster,5,26.59,False,Ultrassonografia;Vacinação;Limpeza_tártaro
458,Amora,Peixe-dourado,8,36.77,False,Castração;Ultrassonografia
459,Otto,Tartaruga,5,7.85,False,Vacinação;Hemograma;Castração
460,Luna,Cachorro,5,21.32,True,Vacinação;Consulta_rotina;Limpeza_tártaro
461,Alecrim,Tartaruga,9,13.19,False,Vacinação;Hemograma;Consulta_rotina
462,Lola,Gato,11,29.74,True,Hemograma;Vacinação
463,Cookie,Peixe-dourado,10,23.79,False,Limpeza_tártaro
464,Jade,Porquinho-da-india,13,6.17,False,Vacinação;Curativo_ferida;Consulta_rotina
465,Luna,Coelho,15,11.41,False,Ultrassonografia;Consulta_rotina;Vacinação
466,Vicente,Peixe-dourado,3,27.42,False,Castração
467,Nala,Peixe-dourado,12,1.07,True,Consulta_rotina;Vacinação
468,Yoda,Cachorro,13,15.97,True,Consulta_rotina
469,Simba,Hamster,4,19.64,True,Hemograma
470,Paçoca,Calopsita,7,9.19,False,Hemograma;Curativo_ferida;Ultrassonografia
471,Pipoca,Hamster,10,18.66,False,Consulta_rotina;Limpeza_tártaro;Castração
472,Nala,Coelho,3,37.2,True,Curativo_ferida;Ultrassonografia
473,Pudim,Cachorro,5,26.94,False,Curativo_ferida;Consulta_rotina
474,Cacau,Calopsita,6,16.8,True,Castração;Vacinação;Curativo_ferida
475,Tequila,Cachorro,13,4.44,False,Hemograma;Vacinação;Ultrassonografia
476,Amora,Hamster,8,5.83,True,Castração;Curativo_ferida;Consulta_rotina
477,Simba,Tartaruga,3,33.73,False,Vacinação;Curativo_ferida
478,Tequila,Porquinho-da-india,11,9.4,True,Castração
479,Paçoca,Porquinho-da-india,11,9.0,True,Vacinação
480,Bento,Porquinho-da-india,12,26.47,True,Vacinação;Consulta_rotina;Hemograma
481,Nala,Cachorro,6,6.11,True,Castração
482,Pudim,Calopsita,11,9.72,True,Limpeza_tártaro;Ultrassonografia;Curativo_ferida
483,Amora,Cachorro,1,24.75,True,Vacinação
484,Loki,Porquinho-da-india,15,14.15,True,Hemograma;Castração;Ultrassonografia
485,Otto,Porquinho-da-india,10,8.87,False,Vacinação;Curativo_ferida;Consulta_rotina
486,Yoda,Peixe-dourado,14,28.13,True,Ultrassonografia;Hemograma
487,Bento,Tartaruga,3,4.89,True,Consulta_rotina
488,Vicente,Hamster,8,35.91,False,Ultrassonografia;Limpeza_tártaro
489,Frodo,Cachorro,8,26.25,True,Ultrassonografia
490,Alecrim,Tartaruga,13,5.62,False,Hemograma;Ultrassonografia;Limpeza_tártaro
491,Pipoca,Tartaruga,13,13.88,False,Castração
492,Cacau,Gato,4,28.15,False,Vacinação;Castração
493,Frodo,Porquinho-da-india,1,25.8,False,Castração;Hemograma
494,Otto,Hamster,3,9.25,True,Curativo_ferida;Ultrassonografia
495,Thor,Gato,3,21.69,True,Castração
496,Mel,Porquinho-da-india,9,24.96,False,Limpeza_tártaro;Hemograma
497,Cookie,Calopsita,4,20.73,False,Limpeza_tártaro;Consulta_rotina;Curativo_ferida
498,Clara,Tartaruga,6,30.55,False,Ultrassonografia;Limpeza_tártaro
499,Luna,Hamster,9,30.21,True,Curativo_ferida;Castração
500,Cacau,Calopsita,14,35.98,True,Castração;Curativo_ferida
501,Cookie,Tartaruga,8,23.55,False,Consulta_rotina;Castração;Limpeza_tártaro
502,Theo,Gato,5,24.32,True,Hemograma;Ultrassonografia;Consulta_rotina
503,Yoda,Peixe-dourado,12,20.19,False,Ultrassonografia;Curativo_ferida;Vacinação
504,Jade,Porquinho-da-india,5,25.7,False,Consulta_rotina;Ultrassonografia;Vacinação
505,Pudim,Peixe-dourado,11,39.29,True,Curativo_ferida;Hemograma;Ultrassonografia
506,Thor,Peixe-dourado,6,38.6,True,Vacinação;Hemograma;Limpeza_tártaro
507,Alecrim,Coelho,14,21.31,True,Consulta_rotina
508,Theo,Porquinho-da-india,8,1.08,False,Castração
509,Bento,Gato,3,3.96,False,Consulta_rotina
510,Zelda,Peixe-dourado,10,27.77,True,Ultrassonografia;Castração;Vacinação
511,Pudim,Hamster,4,27.99,False,Hemograma
512,Otto,Gato,4,22.15,True,Hemograma;Ultrassonografia;Limpeza_tártaro
513,Otto,Coelho,7,27.24,False,Consulta_rotina;Vacinação
514,Koda,Calopsita,8,25.82,True,Limpeza_tártaro;Castração
515,Luna,Gato,15,9.38,True,Consulta_rotina;Ultrassonografia
516,Stitch,Porquinho-da-india,6,23.71,True,Limpeza_tártaro;Consulta_rotina;Ultrassonografia
517,Mel,Gato,14,9.64,True,Castração;Vacinação
518,Cecília,Porquinho-da-india,13,30.89,True,Curativo_ferida;Castração;Consulta_rotina
519,Luna,Hamster,9,11.85,False,Castração
520,Cookie,Tartaruga,14,6.95,True,Limpeza_tártaro;Consulta_rotina;Ultrassonografia
521,Cecília,Porquinho-da-india,12,39.66,False,Curativo_ferida;Consulta_rotina;Castração
522,Amora,Peixe-dourado,8,24.68,True,Curativo_ferida
523,Loki,Cachorro,1,34.48,True,Limpeza_tártaro;Vacinação
524,Cookie,Calopsita,5,8.9,False,Castração
525,Stitch,Gato,9,3.86,False,Vacinação;Hemograma;Ultrassonografia
526,Pipoca,Tartaruga,15,15.08,True,Limpeza_tártaro;Vacinação;Curativo_ferida
527,Nina,Calopsita,8,22.92,False,Ultrassonografia
528,Frodo,Coelho,7,11.68,True,Ultrassonografia;Limpeza_tártaro
529,Otto,Hamster,12,22.56,False,Hemograma
530,Jujuba,Gato,11,32.26,False,Ultrassonografia
531,Clara,Tartaruga,1,33.23,True,Castração;Curativo_ferida;Ultrassonografia
532,Koda,Cachorro,6,24.56,False,Curativo_ferida;Vacinação;Castração
533,Bento,Hamster,9,33.63,False,Vacinação;Ultrassonografia;Castração
534,Bento,Peixe-dourado,9,36.19,False,Vacinação;Ultrassonografia
535,Arya,Gato,14,13.16,True,Castração;Vacinação;Curativo_ferida
536,Cacau,Calopsita,5,17.44,False,Castração
537,Yoda,Gato,9,7.1,False,Vacinação;Limpeza_tártaro
538,Arya,Cachorro,6,1.22,True,Limpeza_tártaro
539,Frodo,Coelho,15,10.42,True,Vacinação;Ultrassonografia
540,Cacau,Tartaruga,4,21.85,True,Limpeza_tártaro
541,Alice,Cachorro,3,11.13,False,Castração;Hemograma;Ultrassonografia
542,Nina,Hamster,13,13.01,False,Consulta_rotina
543,Zelda,Peixe-dourado,5,5.48,True,Consulta_rotina
544,Vicente,Cachorro,6,13.9,False,Ultrassonografia;Hemograma
545,Luna,Tartaruga,4,8.83,True,Consulta_rotina;Castração
546,Zeca,Cachorro,9,20.51,True,Ultrassonografia;Castração;Limpeza_tártaro
547,Lola,Cachorro,2,18.77,True,Consulta_rotina;Curativo_ferida
548,Cecília,Peixe-dourado,4,26.14,True,Consulta_rotina
549,Arthur,Cachorro,1,30.9,True,Limpeza_tártaro
550,Luna,Coelho,8,6.37,True,Ultrassonografia;Castração;Limpeza_tártaro
551,Simba,Peixe-dourado,11,19.85,True,Curativo_ferida;Vacinação;Castração
552,Theo,Porquinho-da-india,11,15.39,True,Hemograma;Consulta_rotina
553,Café,Gato,6,33.49,True,Curativo_ferida
554,Luna,Coelho,4,31.07,False,Curativo_ferida;Consulta_rotina;Hemograma
555,Simba,Peixe-dourado,6,27.3,True,Consulta_rotina
556,Paçoca,Gato,12,35.56,False,Vacinação;Curativo_ferida;Castração
557,Lola,Gato,2,18.48,True,Limpeza_tártaro;Hemograma
558,Alice,Tartaruga,13,32.88,False,Limpeza_tártaro
559,Luna,Peixe-dourado,7,28.54,False,Consulta_rotina;Vacinação;Curativo_ferida
560,Pipoca,Peixe-dourado,6,9.18,False,Consulta_rotina
561,Zeca,Cachorro,7,10.42,True,Limpeza_tártaro;Castração;Curativo_ferida
562,Sushi,Peixe-dourado,12,3.4,True,Castração;Vacinação;Curativo_ferida
563,Pipoca,Calopsita,9,9.42,False,Consulta_rotina
564,Bento,Porquinho-da-india,12,15.43,False,Curativo_ferida;Ultrassonografia;Consulta_rotina
565,Paçoca,Coelho,5,39.77,True,Vacinação;Consulta_rotina;Castração
566,Flora,Hamster,6,17.42,False,Limpeza_tártaro;Castração;Curativo_ferida
567,Stitch,Coelho,13,16.11,False,Consulta_rotina;Hemograma;Vacinação
568,Jade,Hamster,10,36.66,False,Vacinação;Castração
569,Theo,Tartaruga,11,22.1,True,Consulta_rotina
570,Amora,Porquinho-da-india,3,37.66,True,Vacinação;Hemograma
571,Lola,Hamster,1,21.78,True,Consulta_rotina;Limpeza_tártaro
572,Zeca,Cachorro,8,16.37,True,Limpeza_tártaro;Ultrassonografia;Vacinação
573,Zeca,Tartaruga,11,16.75,True,Vacinação
574,Gaia,Hamster,5,28.33,True,Hemograma
575,Alice,Hamster,11,3.09,False,Castração;Ultrassonografia
576,Café,Cachorro,8,33.8,True,Vacinação
577,Koda,Tartaruga,1,29.19,False,Hemograma;Curativo_ferida;Limpeza_tártaro
578,Loki,Cachorro,2,7.43,False,Vacinação
579,Pudim,Cachorro,4,6.59,True,Consulta_rotina
580,Sushi,Tartaruga,13,39.84,True,Hemograma
581,Alecrim,Cachorro,5,34.84,True,Consulta_rotina
582,Koda,Hamster,13,34.72,False,Ultrassonografia
583,Koda,Gato,6,14.92,True,Consulta_rotina;Vacinação
584,Gaia,Porquinho-da-india,14,36.87,False,Vacinação;Hemograma
585,Arya,Tartaruga,5,6.0,False,Limpeza_tártaro
586,Pudim,Calopsita,3,9.71,True,Castração;Ultrassonografia;Curativo_ferida
587,Nina,Coelho,5,19.57,False,Consulta_rotina;Vacinação
588,Alecrim,Calopsita,1,1.01,True,Curativo_ferida;Consulta_rotina
589,Café,Calopsita,13,37.93,True,Hemograma;Vacinação
590,Arya,Gato,15,18.21,False,Ultrassonografia
591,Cacau,Peixe-dourado,12,4.62,False,Curativo_ferida;Limpeza_tártaro;Ultrassonografia
592,Tequila,Hamster,1,22.63,True,Ultrassonografia;Vacinação;Curativo_ferida
593,Thor,Hamster,6,20.34,True,Consulta_rotina;Hemograma;Limpeza_tártaro
594,Koda,Calopsita,10,17.87,True,Ultrassonografia;Castração;Vacinação
595,Nala,Porquinho-da-india,7,2.97,True,Ultrassonografia
596,Pudim,Hamster,6,28.33,False,Limpeza_tártaro;Castração;Hemograma
597,Sushi,Peixe-dourado,5,24.06,True,Vacinação
598,Zeca,Calopsita,13,16.5,True,Consulta_rotina;Hemograma;Limpeza_tártaro
599,Nala,Coelho,1,33.99,False,Vacinação;Hemograma
600,Stitch,Hamster,10,11.43,True,Consulta_rotina
601,Zelda,Porquinho-da-india,4,3.11,False,Hemograma;Curativo_ferida;Castração
602,Stitch,Coelho,1,32.64,True,Curativo_ferida;Castração;Ultrassonografia
603,Nala,Tartaruga,8,22.51,True,Consulta_rotina
604,Pipoca,Peixe-dourado,15,10.56,True,Castração
605,Mel,Peixe-dourado,4,34.54,True,Ultrassonografia
606,Clara,Peixe-dourado,11,14.34,False,Hemograma;Consulta_rotina
607,Arthur,Calopsita,8,25.71,True,Curativo_ferida;Ultrassonografia;Consulta_rotina
608,Sushi,Coelho,8,11.85,True,Hemograma;Consulta_rotina
609,Flora,Porquinho-da-india,8,13.95,False,Ultrassonografia;Hemograma
610,Zeca,Gato,1,35.81,False,Castração;Consulta_rotina;Limpeza_tártaro
611,Cookie,Calopsita,13,24.42,True,Vacinação
612,Pipoca,Coelho,12,32.71,True,Ultrassonografia;Vacinação
613,Pudim,Coelho,4,36.18,True,Limpeza_tártaro;Consulta_rotina;Hemograma
614,Cacau,Gato,12,35.94,True,Hemograma
615,Tequila,Coelho,15,24.66,False,Curativo_ferida
616,Nala,Coelho,3,1.36,True,Castração;Ultrassonografia;Consulta_rotina
617,Pipoca,Hamster,13,24.31,True,Consulta_rotina;Vacinação
618,Zeca,Hamster,9,38.98,False,Castração;Ultrassonografia
619,Arya,Tartaruga,11,15.22,True,Hemograma;Vacinação
620,Simba,Cachorro,11,10.22,False,Castração;Ultrassonografia
621,Jujuba,Hamster,8,31.72,False,Ultrassonografia;Hemograma
622,Joaquim,Calopsita,14,30.98,False,Vacinação
623,Flora,Tartaruga,13,3.71,False,Limpeza_tártaro;Curativo_ferida
624,Yoda,Coelho,4,27.0,False,Vacinação;Consulta_rotina;Curativo_ferida
625,Jade,Coelho,10,9.43,True,Curativo_ferida;Castração
626,Alice,Gato,15,17.26,False,Ultrassonografia;Hemograma
627,Bento,Porquinho-da-india,15,36.95,False,Consulta_rotina;Hemograma
628,Mel,Calopsita,13,2.67,True,Ultrassonografia;Vacinação;Consulta_rotina
629,Clara,Peixe-dourado,4,23.13,True,Ultrassonografia;Limpeza_tártaro
630,Arya,Porquinho-da-india,9,18.38,True,Vacinação;Consulta_rotina;Curativo_ferida
631,Yoda,Coelho,1,37.46,True,Castração;Limpeza_tártaro
632,Pudim,Coelho,7,23.65,False,Limpeza_tártaro;Ultrassonografia
633,Gaia,Porquinho-da-india,3,15.34,False,Hemograma;Limpeza_tártaro
634,Frodo,Porquinho-da-india,3,9.15,False,Consulta_rotina
635,Paçoca,Tartaruga,2,18.36,True,Curativo_ferida
636,Sushi,Hamster,14,11.32,True,Vacinação;Hemograma
637,Vicente,Porquinho-da-india,2,34.8,True,Limpeza_tártaro;Castração;Hemograma
638,Pudim,Hamster,9,7.37,True,Limpeza_tártaro;Castração;Curativo_ferida
639,Alecrim,Peixe-dourado,4,31.6,True,Limpeza_tártaro;Curativo_ferida
640,Paçoca,Calopsita,10,33.42,False,Limpeza_tártaro;Vacinação
641,Mel,Coelho,11,32.08,True,Ultrassonografia
642,Otto,Coelho,6,25.31,False,Ultrassonografia;Hemograma
643,Café,Hamster,12,31.27,False,Consulta_rotina;Limpeza_tártaro;Vacinação
644,Jujuba,Coelho,13,4.1,True,Limpeza_tártaro
645,Arthur,Cachorro,4,15.11,False,Hemograma
646,Amora,Peixe-dourado,10,12.21,True,Consulta_rotina
647,Theo,Cachorro,6,32.03,True,Ultrassonografia
648,Nina,Calopsita,9,20.83,False,Ultrassonografia
649,Theo,Cachorro,11,14.42,True,Curativo_ferida
650,Cookie,Calopsita,8,1.54,False,Curativo_ferida;Consulta_rotina;Hemograma
651,Bento,Gato,14,19.27,True,Hemograma;Consulta_rotina;Ultrassonografia
652,Gaia,Tartaruga,12,39.33,False,Curativo_ferida;Castração
653,Simba,Cachorro,4,10.36,True,Consulta_rotina;Castração;Curativo_ferida
654,Gaia,Porquinho-da-india,12,31.35,False,Castração;Vacinação;Consulta_rotina
655,Simba,Hamster,1,4.97,False,Hemograma
656,Otto,Hamster,13,30.62,True,Curativo_ferida;Limpeza_tártaro
657,Theo,Gato,15,5.73,False,Consulta_rotina;Ultrassonografia
658,Gaia,Coelho,4,2.59,False,Consulta_rotina;Hemograma;Curativo_ferida
659,Cookie,Coelho,6,18.98,True,Castração
660,Cecília,Calopsita,14,16.68,True,Ultrassonografia;Curativo_ferida
661,Paçoca,Gato,8,24.96,True,Hemograma;Ultrassonografia
662,Lola,Gato,15,23.62,True,Limpeza_tártaro
663,Koda,Coelho,14,36.47,True,Curativo_ferida;Consulta_rotina;Vacinação
664,Clara,Porquinho-da-india,4,10.32,False,Hemograma;Castração;Consulta_rotina
665,Clara,Porquinho-da-india,15,3.17,True,Hemograma
666,Nina,Gato,9,5.1,True,Castração;Hemograma
667,Bento,Tartaruga,5,20.91,False,Consulta_rotina
668,Café,Cachorro,9,27.75,True,Ultrassonografia;Hemograma;Vacinação
669,Nala,Hamster,11,9.99,True,Vacinação
670,Koda,Gato,3,31.39,False,Castração;Curativo_ferida
671,Bento,Peixe-dourado,11,38.56,False,Hemograma
672,Pudim,Calopsita,4,8.17,False,Ultrassonografia
673,Nala,Tartaruga,13,31.94,True,Ultrassonografia;Curativo_ferida
674,Jade,Calopsita,11,33.33,False,Ultrassonografia;Vacinação;Hemograma
675,Tequila,Gato,11,4.59,True,Vacinação;Hemograma;Curativo_ferida
676,Bento,Tartaruga,14,5.35,False,Vacinação;Consulta_rotina;Curativo_ferida
677,Theo,Peixe-dourado,1,12.29,True,Hemograma
678,Sherlock,Cachorro,15,3.03,True,Limpeza_tártaro;Vacinação
679,Zelda,Porquinho-da-india,5,18.33,False,Consulta_rotina;Curativo_ferida
680,Paçoca,Tartaruga,8,38.64,False,Consulta_rotina;Hemograma;Ultrassonografia
681,Tequila,Porquinho-da-india,4,37.52,True,Vacinação;Castração;Curativo_ferida
682,Amora,Porquinho-da-india,6,23.68,False,Consulta_rotina;Limpeza_tártaro;Curativo_ferida
683,Jujuba,Hamster,8,20.1,True,Hemograma;Vacinação
684,Bento,Hamster,7,36.46,False,Curativo_ferida;Castração;Hemograma
685,Flora,Porquinho-da-india,2,33.43,True,Vacinação;Castração
686,Jade,Porquinho-da-india,9,1.7,True,Consulta_rotina;Ultrassonografia;Vacinação
687,Simba,Coelho,5,0.99,True,Limpeza_tártaro;Vacinação
688,Vicente,Peixe-dourado,12,38.0,False,Castração
689,Arthur,Calopsita,15,34.2,True,Vacinação;Limpeza_tártaro
690,Jujuba,Tartaruga,13,15.79,False,Ultrassonografia
691,Alecrim,Hamster,15,29.75,False,Vacinação;Limpeza_tártaro
692,Arthur,Coelho,8,30.95,True,Castração
693,Zelda,Peixe-dourado,15,3.32,False,Castração;Ultrassonografia;Hemograma
694,Bento,Porquinho-da-india,6,16.74,True,Curativo_ferida
695,Jade,Cachorro,12,38.0,False,Hemograma;Castração
696,Yoda,Peixe-dourado,5,38.75,False,Ultrassonografia;Consulta_rotina
697,Simba,Porquinho-da-india,14,29.13,False,Hemograma;Consulta_rotina
698,Jade,Peixe-dourado,14,5.92,False,Curativo_ferida;Limpeza_tártaro
699,Frodo,Cachorro,9,10.22,False,Vacinação;Castração;Limpeza_tártaro
700,Koda,Porquinho-da-india,3,2.23,False,Curativo_ferida
701,Simba,Coelho,14,29.11,True,Hemograma
702,Bento,Gato,10,17.19,False,Castração;Hemograma
703,Clara,Cachorro,4,23.94,False,Ultrassonografia;Limpeza_tártaro;Hemograma
704,Cacau,Porquinho-da-india,5,35.62,True,Castração
705,Otto,Tartaruga,1,21.12,True,Hemograma;Vacinação;Curativo_ferida
706,Nina,Gato,4,39.71,False,Ultrassonografia;Hemograma;Castração
707,Luna,Cachorro,15,9.0,True,Consulta_rotina;Vacinação;Ultrassonografia
708,Simba,Hamster,13,18.89,True,Vacinação;Castração;Curativo_ferida
709,Arthur,Gato,9,37.62,True,Hemograma;Ultrassonografia;Castração
710,Bento,Calopsita,15,6.95,True,Castração
711,Cacau,Tartaruga,13,31.2,False,Hemograma
712,Bento,Hamster,11,8.15,True,Limpeza_tártaro;Ultrassonografia;Castração
713,Bento,Cachorro,7,23.6,False,Curativo_ferida
714,Paçoca,Tartaruga,9,22.93,True,Limpeza_tártaro;Hemograma
715,Mel,Peixe-dourado,4,34.61,False,Consulta_rotina;Curativo_ferida;Hemograma
716,Paçoca,Tartaruga,7,6.75,True,Castração;Vacinação
717,Bento,Cachorro,14,1.28,True,Curativo_ferida;Castração
718,Jade,Gato,11,18.03,False,Curativo_ferida
719,Cecília,Calopsita,13,15.87,False,Limpeza_tártaro;Castração
